代码,展示代码,名称,行业,市场,市值,中证全指权重,最新成交额,纳入日期
sz002943,002943.SZ,宇晶股份,机械设备,深交所,16171081747.5,0.015,943231377.0,2026-05-09
sh600172,600172.SH,黄河旋风,机械设备,上交所,16171081747.5,0.015,749168154.0,2026-05-09
sh603283,603283.SH,赛腾股份,机械设备,上交所,16171081747.5,0.015,699467032.0,2026-05-09
sz300263,300263.SZ,隆华科技,机械设备,深交所,16171081747.5,0.015,458476406.0,2026-05-09
sz300486,300486.SZ,东杰智能,机械设备,深交所,16171081747.5,0.015,373300390.0,2026-05-09
sz300756,300756.SZ,金马游乐,机械设备,深交所,16171081747.5,0.015,183366654.0,2026-05-09
sh600528,600528.SH,中铁工业,机械设备,上交所,16171081747.5,0.015,114655412.0,2026-05-09
sz300444,300444.SZ,双杰电气,电力设备,深交所,16171081747.5,0.015,1221110911.0,2026-05-09
sz300129,300129.SZ,泰胜风能,电力设备,深交所,16171081747.5,0.015,995118922.0,2026-05-09
sh688353,688353.SH,华盛锂电,电力设备,上交所,16171081747.5,0.015,969362943.0,2026-05-09
sh688556,688556.SH,高测股份,电力设备,上交所,16171081747.5,0.015,812389383.0,2026-05-09
sh603185,603185.SH,弘元绿能,电力设备,上交所,16171081747.5,0.015,628160992.0,2026-05-09
sz300393,300393.SZ,中来股份,电力设备,深交所,16171081747.5,0.015,600042770.0,2026-05-09
sz002392,002392.SZ,北京利尔,建筑材料,深交所,16171081747.5,0.015,375853979.0,2026-05-09
sz002100,002100.SZ,天康生物,农林牧渔,深交所,16171081747.5,0.015,288821538.0,2026-05-09
sz301183,301183.SZ,东田微,电子,深交所,16171081747.5,0.015,2910978363.0,2026-05-09
sh688691,688691.SH,灿芯股份,电子,上交所,16171081747.5,0.015,1393509595.0,2026-05-09
sh603186,603186.SH,华正新材,电子,上交所,16171081747.5,0.015,997791390.0,2026-05-09
sh603341,603341.SH,龙旗科技,电子,上交所,16171081747.5,0.015,849409741.0,2026-05-09
sh688401,688401.SH,路维光电,电子,上交所,16171081747.5,0.015,588489126.0,2026-05-09
sh600353,600353.SH,旭光电子,电子,上交所,16171081747.5,0.015,585805476.0,2026-05-09
sz300319,300319.SZ,麦捷科技,电子,深交所,16171081747.5,0.015,423060111.0,2026-05-09
sz301285,301285.SZ,鸿日达,电子,深交所,16171081747.5,0.015,337240318.0,2026-05-09
sh600744,600744.SH,华银电力,公用事业,上交所,16171081747.5,0.015,2038997891.0,2026-05-09
sz300483,300483.SZ,首华燃气,公用事业,深交所,16171081747.5,0.015,617167175.0,2026-05-09
sz001286,001286.SZ,陕西能源,公用事业,深交所,16171081747.5,0.015,249009378.0,2026-05-09
sh601222,601222.SH,林洋能源,公用事业,上交所,16171081747.5,0.015,153941195.0,2026-05-09
sh688319,688319.SH,欧林生物,医药生物,上交所,16171081747.5,0.015,379431281.0,2026-05-09
sh688062,688062.SH,迈威生物,医药生物,上交所,16171081747.5,0.015,327985690.0,2026-05-09
sz002020,002020.SZ,京新药业,医药生物,深交所,16171081747.5,0.015,190031135.0,2026-05-09
sz002675,002675.SZ,东诚药业,医药生物,深交所,16171081747.5,0.015,149640970.0,2026-05-09
sh603233,603233.SH,大参林,医药生物,上交所,16171081747.5,0.015,119808155.0,2026-05-09
sh603858,603858.SH,步长制药,医药生物,上交所,16171081747.5,0.015,77545181.0,2026-05-09
sz002283,002283.SZ,天润工业,汽车,深交所,16171081747.5,0.015,990539742.0,2026-05-09
sz000980,000980.SZ,众泰汽车,汽车,深交所,16171081747.5,0.015,590727514.0,2026-05-09
sh600933,600933.SH,爱柯迪,汽车,上交所,16171081747.5,0.015,448653916.0,2026-05-09
sz301345,301345.SZ,涛涛车业,汽车,深交所,16171081747.5,0.015,312247674.0,2026-05-09
sh688258,688258.SH,卓易信息,计算机,上交所,16171081747.5,0.015,1698393794.0,2026-05-09
sz300378,300378.SZ,鼎捷数智,计算机,深交所,16171081747.5,0.015,890089899.0,2026-05-09
sh688318,688318.SH,财富趋势,计算机,上交所,16171081747.5,0.015,460252759.0,2026-05-09
sh600446,600446.SH,金证股份,计算机,上交所,16171081747.5,0.015,400979414.0,2026-05-09
sz300682,300682.SZ,朗新科技,计算机,深交所,16171081747.5,0.015,381343748.0,2026-05-09
sh600797,600797.SH,浙大网新,计算机,上交所,16171081747.5,0.015,267189053.0,2026-05-09
sz300324,300324.SZ,旋极信息,计算机,深交所,16171081747.5,0.015,221257743.0,2026-05-09
sz002212,002212.SZ,天融信,计算机,深交所,16171081747.5,0.015,218492203.0,2026-05-09
sz300130,300130.SZ,新国都,计算机,深交所,16171081747.5,0.015,188061769.0,2026-05-09
sz000685,000685.SZ,中山公用,环保,深交所,16171081747.5,0.015,159373173.0,2026-05-09
sz300070,300070.SZ,碧水源,环保,深交所,16171081747.5,0.015,128478019.0,2026-05-09
sh601808,601808.SH,中海油服,石油石化,上交所,16171081747.5,0.015,264761847.0,2026-05-09
sh600968,600968.SH,海油发展,石油石化,上交所,16171081747.5,0.015,196306487.0,2026-05-09
sz002842,002842.SZ,翔鹭钨业,有色金属,深交所,16171081747.5,0.015,1808994967.0,2026-05-09
sh601069,601069.SH,西部黄金,有色金属,上交所,16171081747.5,0.015,1240062946.0,2026-05-09
sh601609,601609.SH,金田股份,有色金属,上交所,16171081747.5,0.015,250886101.0,2026-05-09
sz002929,002929.SZ,润建股份,通信,深交所,16171081747.5,0.015,1662450145.0,2026-05-09
sz301165,301165.SZ,锐捷网络,通信,深交所,16171081747.5,0.015,1004676285.0,2026-05-09
sh603871,603871.SH,嘉友国际,交通运输,上交所,16171081747.5,0.015,150508734.0,2026-05-09
sh600004,600004.SH,白云机场,交通运输,上交所,16171081747.5,0.015,106564341.0,2026-05-09
sz002508,002508.SZ,老板电器,家用电器,深交所,16171081747.5,0.015,126692312.0,2026-05-09
sh688300,688300.SH,联瑞新材,基础化工,上交所,16171081747.5,0.015,500422095.0,2026-05-09
sh603612,603612.SH,索通发展,基础化工,上交所,16171081747.5,0.015,332200868.0,2026-05-09
sh600391,600391.SH,航发科技,国防军工,上交所,16171081747.5,0.015,1180627651.0,2026-05-09
sh603267,603267.SH,鸿远电子,国防军工,上交所,16171081747.5,0.015,722279781.0,2026-05-09
sz002338,002338.SZ,奥普光电,国防军工,深交所,16171081747.5,0.015,483668943.0,2026-05-09
sz300101,300101.SZ,振芯科技,国防军工,深交所,16171081747.5,0.015,408326805.0,2026-05-09
sh603833,603833.SH,欧派家居,轻工制造,上交所,16171081747.5,0.015,153416227.0,2026-05-09
sh600210,600210.SH,紫江企业,轻工制造,上交所,16171081747.5,0.015,140141913.0,2026-05-09
sz300957,300957.SZ,贝泰妮,美容护理,深交所,16171081747.5,0.015,254718149.0,2026-05-09
sh601860,601860.SH,紫金银行,银行,上交所,15093009631.0,0.014,100938594.0,2026-05-09
sz000620,000620.SZ,盈新发展,房地产,深交所,15093009631.0,0.014,994638404.0,2026-05-09
sz002979,002979.SZ,雷赛智能,机械设备,深交所,15093009631.0,0.014,1596634383.0,2026-05-09
sz300718,300718.SZ,长盛轴承,机械设备,深交所,15093009631.0,0.014,1381946742.0,2026-05-09
sz002896,002896.SZ,中大力德,机械设备,深交所,15093009631.0,0.014,1284800505.0,2026-05-09
sz301338,301338.SZ,凯格精机,机械设备,深交所,15093009631.0,0.014,860306142.0,2026-05-09
sh603662,603662.SH,柯力传感,机械设备,上交所,15093009631.0,0.014,628642862.0,2026-05-09
sh688059,688059.SH,华锐精密,机械设备,上交所,15093009631.0,0.014,491342086.0,2026-05-09
sz300415,300415.SZ,伊之密,机械设备,深交所,15093009631.0,0.014,357936096.0,2026-05-09
sz000410,000410.SZ,沈阳机床,机械设备,深交所,15093009631.0,0.014,215977196.0,2026-05-09
sh601311,601311.SH,骆驼股份,电力设备,上交所,15093009631.0,0.014,472063034.0,2026-05-09
sz002169,002169.SZ,智光电气,电力设备,深交所,15093009631.0,0.014,270420469.0,2026-05-09
sz002121,002121.SZ,科陆电子,电力设备,深交所,15093009631.0,0.014,246190427.0,2026-05-09
sz002785,002785.SZ,万里石,建筑材料,深交所,15093009631.0,0.014,618986954.0,2026-05-09
sz300613,300613.SZ,富瀚微,电子,深交所,15093009631.0,0.014,1699932772.0,2026-05-09
sz300489,300489.SZ,光智科技,电子,深交所,15093009631.0,0.014,1370776032.0,2026-05-09
sh688515,688515.SH,裕太微,电子,上交所,15093009631.0,0.014,1209608983.0,2026-05-09
sz300814,300814.SZ,中富电路,电子,深交所,15093009631.0,0.014,1121113525.0,2026-05-09
sz300975,300975.SZ,商络电子,电子,深交所,15093009631.0,0.014,1047044296.0,2026-05-09
sz002036,002036.SZ,联创电子,电子,深交所,15093009631.0,0.014,475240022.0,2026-05-09
sz300576,300576.SZ,容大感光,电子,深交所,15093009631.0,0.014,393519280.0,2026-05-09
sz003035,003035.SZ,南网能源,公用事业,深交所,15093009631.0,0.014,736686716.0,2026-05-09
sz000537,000537.SZ,绿发电力,公用事业,深交所,15093009631.0,0.014,709567843.0,2026-05-09
sh601619,601619.SH,嘉泽新能,公用事业,上交所,15093009631.0,0.014,534743371.0,2026-05-09
sh603393,603393.SH,新天然气,公用事业,上交所,15093009631.0,0.014,230190834.0,2026-05-09
sz300497,300497.SZ,富祥药业,医药生物,深交所,15093009631.0,0.014,1047824721.0,2026-05-09
sz300204,300204.SZ,舒泰神,医药生物,深交所,15093009631.0,0.014,611992771.0,2026-05-09
sz002173,002173.SZ,创新医疗,医药生物,深交所,15093009631.0,0.014,602018578.0,2026-05-09
sz301093,301093.SZ,华兰股份,医药生物,深交所,15093009631.0,0.014,405880113.0,2026-05-09
sh688690,688690.SH,纳微科技,医药生物,上交所,15093009631.0,0.014,344216639.0,2026-05-09
sh600572,600572.SH,康恩贝,医药生物,上交所,15093009631.0,0.014,231476798.0,2026-05-09
sz300357,300357.SZ,我武生物,医药生物,深交所,15093009631.0,0.014,227494496.0,2026-05-09
sz002019,002019.SZ,亿帆医药,医药生物,深交所,15093009631.0,0.014,109714548.0,2026-05-09
sz002004,002004.SZ,华邦健康,医药生物,深交所,15093009631.0,0.014,106942145.0,2026-05-09
sz000403,000403.SZ,派林生物,医药生物,深交所,15093009631.0,0.014,96484144.0,2026-05-09
sh688050,688050.SH,爱博医疗,医药生物,上交所,15093009631.0,0.014,72314623.0,2026-05-09
sh600771,600771.SH,广誉远,医药生物,上交所,15093009631.0,0.014,64231566.0,2026-05-09
sz002906,002906.SZ,华阳集团,汽车,深交所,15093009631.0,0.014,268153283.0,2026-05-09
sh688612,688612.SH,威迈斯,汽车,上交所,15093009631.0,0.014,189585808.0,2026-05-09
sh605289,605289.SH,罗曼股份,建筑装饰,上交所,15093009631.0,0.014,490440648.0,2026-05-09
sz002541,002541.SZ,鸿路钢构,建筑装饰,深交所,15093009631.0,0.014,131560318.0,2026-05-09
sz300209,300209.SZ,行云科技,计算机,深交所,15093009631.0,0.014,2806053615.0,2026-05-09
sz300042,300042.SZ,朗科科技,计算机,深交所,15093009631.0,0.014,2795113302.0,2026-05-09
sz301095,301095.SZ,广立微,计算机,深交所,15093009631.0,0.014,1028426903.0,2026-05-09
sz300520,300520.SZ,科大国创,计算机,深交所,15093009631.0,0.014,643752657.0,2026-05-09
sz002153,002153.SZ,石基信息,计算机,深交所,15093009631.0,0.014,616234643.0,2026-05-09
sz300290,300290.SZ,荣科科技,计算机,深交所,15093009631.0,0.014,598958827.0,2026-05-09
sh688561,688561.SH,奇安信,计算机,上交所,15093009631.0,0.014,401194799.0,2026-05-09
sz000555,000555.SZ,神州信息,计算机,深交所,15093009631.0,0.014,334426426.0,2026-05-09
sz300047,300047.SZ,天源迪科,计算机,深交所,15093009631.0,0.014,303782169.0,2026-05-09
sh600850,600850.SH,电科数字,计算机,上交所,15093009631.0,0.014,289427555.0,2026-05-09
sz300079,300079.SZ,数码视讯,计算机,深交所,15093009631.0,0.014,179769285.0,2026-05-09
sh600718,600718.SH,东软集团,计算机,上交所,15093009631.0,0.014,168022387.0,2026-05-09
sh603686,603686.SH,福龙马,环保,上交所,15093009631.0,0.014,620543529.0,2026-05-09
sh600461,600461.SH,洪城环境,环保,上交所,15093009631.0,0.014,73154599.0,2026-05-09
sz300164,300164.SZ,通源石油,石油石化,深交所,15093009631.0,0.014,1062707727.0,2026-05-09
sz300191,300191.SZ,潜能恒信,石油石化,深交所,15093009631.0,0.014,593606404.0,2026-05-09
sz002167,002167.SZ,东方锆业,有色金属,深交所,15093009631.0,0.014,396830742.0,2026-05-09
sh600776,600776.SH,东方通信,通信,上交所,15093009631.0,0.014,1441929687.0,2026-05-09
sh600345,600345.SH,长江通信,通信,上交所,15093009631.0,0.014,1249902796.0,2026-05-09
sz000839,000839.SZ,国安股份,通信,深交所,15093009631.0,0.014,171910711.0,2026-05-09
sh600057,600057.SH,厦门象屿,交通运输,上交所,15093009631.0,0.014,200485046.0,2026-05-09
sz002010,002010.SZ,传化智联,交通运输,深交所,15093009631.0,0.014,132098480.0,2026-05-09
sz001330,001330.SZ,博纳影业,传媒,深交所,15093009631.0,0.014,869268441.0,2026-05-09
sh601098,601098.SH,中南传媒,传媒,上交所,15093009631.0,0.014,138764467.0,2026-05-09
sh600906,600906.SH,财达证券,非银金融,上交所,15093009631.0,0.014,217219451.0,2026-05-09
sz000935,000935.SZ,四川双马,非银金融,深交所,15093009631.0,0.014,186344958.0,2026-05-09
sz000818,000818.SZ,航锦科技,基础化工,深交所,15093009631.0,0.014,2175440668.0,2026-05-09
sz002549,002549.SZ,凯美特气,基础化工,深交所,15093009631.0,0.014,849403185.0,2026-05-09
sz301071,301071.SZ,力量钻石,基础化工,深交所,15093009631.0,0.014,623172108.0,2026-05-09
sh600623,600623.SH,华谊集团,基础化工,上交所,15093009631.0,0.014,545948768.0,2026-05-09
sh605020,605020.SH,永和股份,基础化工,上交所,15093009631.0,0.014,502358107.0,2026-05-09
sh600500,600500.SH,中化国际,基础化工,上交所,15093009631.0,0.014,405934518.0,2026-05-09
sz002246,002246.SZ,北化股份,基础化工,深交所,15093009631.0,0.014,389730832.0,2026-05-09
sh603599,603599.SH,广信股份,基础化工,上交所,15093009631.0,0.014,380794840.0,2026-05-09
sz002597,002597.SZ,金禾实业,基础化工,深交所,15093009631.0,0.014,309303362.0,2026-05-09
sh603360,603360.SH,百傲化学,基础化工,上交所,15093009631.0,0.014,304700153.0,2026-05-09
sz300938,300938.SZ,信测标准,社会服务,深交所,15093009631.0,0.014,1376072728.0,2026-05-09
sh688523,688523.SH,航天环宇,国防军工,上交所,15093009631.0,0.014,1468586882.0,2026-05-09
sz300726,300726.SZ,宏达电子,国防军工,深交所,15093009631.0,0.014,487834899.0,2026-05-09
sh688543,688543.SH,国科军工,国防军工,上交所,15093009631.0,0.014,480290323.0,2026-05-09
sz002515,002515.SZ,金字火腿,食品饮料,深交所,15093009631.0,0.014,691091347.0,2026-05-09
sh600507,600507.SH,方大特钢,钢铁,上交所,15093009631.0,0.014,113357197.0,2026-05-09
sh601005,601005.SH,重庆钢铁,钢铁,上交所,15093009631.0,0.014,87623911.0,2026-05-09
sh600103,600103.SH,青山纸业,轻工制造,上交所,15093009631.0,0.014,1200426061.0,2026-05-09
sz002229,002229.SZ,鸿博股份,轻工制造,深交所,15093009631.0,0.014,977399018.0,2026-05-09
sh688363,688363.SH,华熙生物,美容护理,上交所,15093009631.0,0.014,105511821.0,2026-05-09
sh600325,600325.SH,华发股份,房地产,上交所,14014937514.5,0.013,201099178.0,2026-05-09
sz002315,002315.SZ,焦点科技,商贸零售,深交所,14014937514.5,0.013,542917506.0,2026-05-09
sh601061,601061.SH,中信金属,商贸零售,上交所,14014937514.5,0.013,282042279.0,2026-05-09
sz301078,301078.SZ,孩子王,商贸零售,深交所,14014937514.5,0.013,204388266.0,2026-05-09
sz002251,002251.SZ,步步高,商贸零售,深交所,14014937514.5,0.013,182799013.0,2026-05-09
sz002009,002009.SZ,天奇股份,机械设备,深交所,14014937514.5,0.013,1332701913.0,2026-05-09
sz002685,002685.SZ,华东重机,机械设备,深交所,14014937514.5,0.013,1201676573.0,2026-05-09
sz301392,301392.SZ,汇成真空,机械设备,深交所,14014937514.5,0.013,1072264362.0,2026-05-09
sz300480,300480.SZ,光力科技,机械设备,深交所,14014937514.5,0.013,699458061.0,2026-05-09
sh688698,688698.SH,伟创电气,机械设备,上交所,14014937514.5,0.013,682255503.0,2026-05-09
sz002779,002779.SZ,中坚科技,机械设备,深交所,14014937514.5,0.013,568691761.0,2026-05-09
sz002698,002698.SZ,博实股份,机械设备,深交所,14014937514.5,0.013,489869606.0,2026-05-09
sh688596,688596.SH,正帆科技,机械设备,上交所,14014937514.5,0.013,254084748.0,2026-05-09
sz002006,002006.SZ,精工科技,机械设备,深交所,14014937514.5,0.013,249870649.0,2026-05-09
sh600835,600835.SH,上海机电,机械设备,上交所,14014937514.5,0.013,226550177.0,2026-05-09
sz002097,002097.SZ,山河智能,机械设备,深交所,14014937514.5,0.013,180198829.0,2026-05-09
sh603337,603337.SH,杰克科技,机械设备,上交所,14014937514.5,0.013,153481019.0,2026-05-09
sh688425,688425.SH,铁建重工,机械设备,上交所,14014937514.5,0.013,83545299.0,2026-05-09
sz301292,301292.SZ,海科新源,电力设备,深交所,14014937514.5,0.013,1745737799.0,2026-05-09
sz002079,002079.SZ,苏州固锝,电力设备,深交所,14014937514.5,0.013,866809147.0,2026-05-09
sz002733,002733.SZ,雄韬股份,电力设备,深交所,14014937514.5,0.013,756984150.0,2026-05-09
sh688006,688006.SH,杭可科技,电力设备,上交所,14014937514.5,0.013,724239688.0,2026-05-09
sz300660,300660.SZ,江苏雷利,电力设备,深交所,14014937514.5,0.013,711075163.0,2026-05-09
sh600481,600481.SH,双良节能,电力设备,上交所,14014937514.5,0.013,510774675.0,2026-05-09
sh600268,600268.SH,国电南自,电力设备,上交所,14014937514.5,0.013,363297056.0,2026-05-09
sz300772,300772.SZ,运达股份,电力设备,深交所,14014937514.5,0.013,298812027.0,2026-05-09
sz002255,002255.SZ,海陆重工,电力设备,深交所,14014937514.5,0.013,233455647.0,2026-05-09
sz002043,002043.SZ,兔宝宝,建筑材料,深交所,14014937514.5,0.013,159721783.0,2026-05-09
sz002083,002083.SZ,孚日股份,纺织服饰,深交所,14014937514.5,0.013,373978916.0,2026-05-09
sh600916,600916.SH,中国黄金,纺织服饰,上交所,14014937514.5,0.013,281111294.0,2026-05-09
sz002215,002215.SZ,诺普信,农林牧渔,深交所,14014937514.5,0.013,232245877.0,2026-05-09
sz002458,002458.SZ,益生股份,农林牧渔,深交所,14014937514.5,0.013,199725663.0,2026-05-09
sh603936,603936.SH,博敏电子,电子,上交所,14014937514.5,0.013,1376110666.0,2026-05-09
sh603002,603002.SH,宏昌电子,电子,上交所,14014937514.5,0.013,1199224897.0,2026-05-09
sh688233,688233.SH,神工股份,电子,上交所,14014937514.5,0.013,631610440.0,2026-05-09
sh688380,688380.SH,中微半导,电子,上交所,14014937514.5,0.013,572449266.0,2026-05-09
sh688508,688508.SH,芯朋微,电子,上交所,14014937514.5,0.013,410001038.0,2026-05-09
