代码,展示代码,名称,行业,中信细分行业,市场,板块,最新成交额,中证全指权重,概念数量,来源
sz000858,000858.SZ,五 粮 液,白酒,白酒,深交所,,2396026818.0,0.324,2,2000只样本池基础保留
sh601211,601211.SH,国泰海通,证券,证券,上交所,,1677130320.0,0.313,3,2000只样本池基础保留
sh601328,601328.SH,交通银行,银行,国有大型银行,上交所,,771500776.0,0.312,3,2000只样本池基础保留
sz000651,000651.SZ,格力电器,家用电器,空调,深交所,,1550905021.0,0.308,17,2000只样本池基础保留
sh600887,600887.SH,伊利股份,乳制品,乳制品,上交所,,1570843720.0,0.298,3,2000只样本池基础保留
sh601088,601088.SH,中国神华,煤炭开采,动力煤,上交所,,1295063112.0,0.294,2,2000只样本池基础保留
sz000338,000338.SZ,潍柴动力,汽车配件,底盘与发动机系统,深交所,,4838192087.0,0.29,14,2000只样本池基础保留
sh600309,600309.SH,万华化学,化工原料,聚氨酯,上交所,,2734113727.0,0.289,12,2000只样本池基础保留
sh600919,600919.SH,江苏银行,银行,城商行,上交所,,827227851.0,0.285,0,2000只样本池基础保留
sh688012,688012.SH,中微公司,半导体,半导体设备,上交所,,6554934291.0,0.283,6,2000只样本池基础保留
sh603993,603993.SH,洛阳钼业,小金属,钨钼,上交所,,5887631949.0,0.279,10,2000只样本池基础保留
sz000725,000725.SZ,京东方A,元器件,面板,深交所,,2646109505.0,0.257,25,2000只样本池基础保留
sh601816,601816.SH,京沪高铁,铁路,铁路运输,上交所,,446838864.0,0.247,2,2000只样本池基础保留
sz300394,300394.SZ,天孚通信,通信设备,网络接配及塔设,深交所,,11690928154.0,0.246,8,2000只样本池基础保留
sh601857,601857.SH,中国石油,石油开采,油气开采,上交所,,2002943659.0,0.238,6,2000只样本池基础保留
sz002463,002463.SZ,沪电股份,元器件,PCB,深交所,,6079210419.0,0.237,9,2000只样本池基础保留
sh603019,603019.SH,中科曙光,IT设备,其他IT设备,上交所,,6548716403.0,0.234,32,2000只样本池基础保留
sh600089,600089.SH,特变电工,电气设备,输变电设备,上交所,,4598151827.0,0.233,23,2000只样本池基础保留
sh600111,600111.SH,北方稀土,小金属,稀土,上交所,,7708741272.0,0.23,5,2000只样本池基础保留
sz002415,002415.SZ,海康威视,IT设备,安防设备,深交所,,2043398379.0,0.228,22,2000只样本池基础保留
sz300124,300124.SZ,汇川技术,电器仪表,工业控制设备,深交所,,3836723948.0,0.223,16,2000只样本池基础保留
sh600487,600487.SH,亨通光电,通信设备,光纤光缆,上交所,,12666073983.0,0.223,26,2000只样本池基础保留
sh601601,601601.SH,中国太保,保险,保险,上交所,,1523402305.0,0.219,3,2000只样本池基础保留
sz000792,000792.SZ,盐湖股份,农药化肥,钾肥,深交所,,5131618432.0,0.214,9,2000只样本池基础保留
sh600000,600000.SH,浦发银行,银行,股份制银行,上交所,,811024242.0,0.212,1,2000只样本池基础保留
sz002714,002714.SZ,牧原股份,农业综合,生猪养殖,深交所,,1388550834.0,0.21,5,2000只样本池基础保留
sz002028,002028.SZ,思源电气,电气设备,输变电设备,深交所,,2346694959.0,0.209,7,2000只样本池基础保留
sh600031,600031.SH,三一重工,工程机械,工程机械整机,上交所,,2196428057.0,0.207,7,2000只样本池基础保留
sz000988,000988.SZ,华工科技,专用机械,激光设备,深交所,,14026678243.0,0.206,46,2000只样本池基础保留
sz000063,000063.SZ,中兴通讯,通信设备,系统设备,深交所,,5295615756.0,0.203,45,2000只样本池基础保留
sz300408,300408.SZ,三环集团,元器件,被动元件,深交所,,2901335606.0,0.197,8,2000只样本池基础保留
sh601688,601688.SH,华泰证券,证券,证券,上交所,,1339439155.0,0.192,3,2000只样本池基础保留
sz000001,000001.SZ,平安银行,银行,股份制银行,深交所,,905737835.0,0.191,1,2000只样本池基础保留
sz002230,002230.SZ,科大讯飞,软件服务,新兴软件,深交所,,3248741395.0,0.19,33,2000只样本池基础保留
sz002142,002142.SZ,宁波银行,银行,城商行,深交所,,780659795.0,0.188,0,2000只样本池基础保留
sz002050,002050.SZ,三花智控,家用电器,家电零部件,深交所,,14198905867.0,0.18,15,2000只样本池基础保留
sh600406,600406.SH,国电南瑞,电气设备,电网自动化,上交所,,2853813585.0,0.179,17,2000只样本池基础保留
sh688521,688521.SH,芯原股份,半导体,集成电路设计,上交所,,8230698444.0,0.178,19,2000只样本池基础保留
sz300760,300760.SZ,迈瑞医疗,医疗保健,医疗设备,深交所,,1220721297.0,0.175,6,2000只样本池基础保留
sh601668,601668.SH,中国建筑,建筑工程,房屋建设,上交所,,652001901.0,0.174,14,2000只样本池基础保留
sh601225,601225.SH,陕西煤业,煤炭开采,动力煤,上交所,,992024913.0,0.174,1,2000只样本池基础保留
sh603799,603799.SH,华友钴业,小金属,钴,上交所,,5900093042.0,0.173,16,2000只样本池基础保留
sz002460,002460.SZ,赣锋锂业,小金属,锂,深交所,,6946711127.0,0.172,19,2000只样本池基础保留
sh601012,601012.SH,隆基绿能,电气设备,光伏电池组件,上交所,,2621482231.0,0.171,9,2000只样本池基础保留
sh600938,600938.SH,中国海油,石油开采,油气开采,上交所,,1459769408.0,0.164,8,2000只样本池基础保留
sh688498,688498.SH,源杰科技,半导体,集成电路设计,上交所,,4659651135.0,0.162,6,2000只样本池基础保留
sh600660,600660.SH,福耀玻璃,汽车配件,车身附件及饰件,上交所,,1062469213.0,0.162,5,2000只样本池基础保留
sz000425,000425.SZ,徐工机械,工程机械,工程机械整机,深交所,,1486902510.0,0.161,7,2000只样本池基础保留
sh601728,601728.SH,中国电信,电信运营,电信运营服务,上交所,,811612604.0,0.161,18,2000只样本池基础保留
sh601229,601229.SH,上海银行,银行,城商行,上交所,,431830230.0,0.16,0,2000只样本池基础保留
sh600183,600183.SH,生益科技,元器件,PCB,上交所,,3125385040.0,0.16,11,2000只样本池基础保留
sh601600,601600.SH,中国铝业,铝,铝,上交所,,2284883007.0,0.159,8,2000只样本池基础保留
sh600016,600016.SH,民生银行,银行,股份制银行,上交所,,434321925.0,0.158,2,2000只样本池基础保留
sz300014,300014.SZ,亿纬锂能,电气设备,锂电池,深交所,,7940825261.0,0.155,24,2000只样本池基础保留
sh600522,600522.SH,中天科技,通信设备,光纤光缆,上交所,,12449499866.0,0.155,41,2000只样本池基础保留
sz000100,000100.SZ,TCL科技,元器件,面板,深交所,,2738014701.0,0.153,13,2000只样本池基础保留
sh601919,601919.SH,中远海控,水运,航运,上交所,,1274171855.0,0.153,4,2000只样本池基础保留
sz002352,002352.SZ,顺丰控股,仓储物流,快递,深交所,,916644880.0,0.153,11,2000只样本池基础保留
sh600926,600926.SH,杭州银行,银行,城商行,上交所,,389307237.0,0.152,0,2000只样本池基础保留
sz300136,300136.SZ,信维通信,元器件,消费电子组件,深交所,,8666786137.0,0.152,24,2000只样本池基础保留
sz300857,300857.SZ,协创数据,IT设备,消费电子组件,深交所,,7148824985.0,0.151,26,2000只样本池基础保留
sz300498,300498.SZ,温氏股份,农业综合,生猪养殖,深交所,,508698086.0,0.15,5,2000只样本池基础保留
sh600941,600941.SH,中国移动,电信运营,电信运营服务,上交所,,901039870.0,0.15,22,2000只样本池基础保留
sh688525,688525.SH,佰维存储,半导体,集成电路设计,上交所,,8646849785.0,0.149,14,2000只样本池基础保留
sz002709,002709.SZ,天赐材料,化工原料,电池化学品,深交所,,10577172684.0,0.148,10,2000只样本池基础保留
sh601939,601939.SH,建设银行,银行,国有大型银行,上交所,,505291184.0,0.145,3,2000只样本池基础保留
sz002353,002353.SZ,杰瑞股份,化工机械,能源及重型设备,深交所,,2562872361.0,0.145,10,2000只样本池基础保留
sz002916,002916.SZ,深南电路,元器件,PCB,深交所,,3076633826.0,0.143,11,2000只样本池基础保留
sh603501,603501.SH,豪威集团,半导体,集成电路设计,上交所,,2207834232.0,0.143,15,2000只样本池基础保留
sz002008,002008.SZ,大族激光,专用机械,激光设备,深交所,,7578388916.0,0.142,34,2000只样本池基础保留
sh600176,600176.SH,中国巨石,玻璃,玻纤制造,上交所,,4377511572.0,0.142,8,2000只样本池基础保留
sh600418,600418.SH,江淮汽车,汽车整车,商用载货车,上交所,,2671297812.0,0.142,12,2000只样本池基础保留
sz002466,002466.SZ,天齐锂业,小金属,锂,深交所,,7929999299.0,0.142,9,2000只样本池基础保留
sh601988,601988.SH,中国银行,银行,国有大型银行,上交所,,936717491.0,0.141,3,2000只样本池基础保留
sh600690,600690.SH,海尔智家,家用电器,冰洗,上交所,,813986706.0,0.139,9,2000只样本池基础保留
sh601169,601169.SH,北京银行,银行,城商行,上交所,,464469122.0,0.135,0,2000只样本池基础保留
sh600028,600028.SH,中国石化,石油加工,炼油化工,上交所,,1805968528.0,0.135,8,2000只样本池基础保留
sz300604,300604.SZ,长川科技,半导体,半导体设备,深交所,,4006336156.0,0.133,2,2000只样本池基础保留
sh600489,600489.SH,中金黄金,黄金,黄金,上交所,,2123904433.0,0.13,2,2000只样本池基础保留
sh688072,688072.SH,拓荆科技,半导体,半导体设备,上交所,,2205305313.0,0.129,3,2000只样本池基础保留
sh601985,601985.SH,中国核电,新型电力,核力发电,上交所,,1048134506.0,0.127,11,2000只样本池基础保留
sz000568,000568.SZ,泸州老窖,白酒,白酒,深交所,,672134636.0,0.127,1,2000只样本池基础保留
sh601009,601009.SH,南京银行,银行,城商行,上交所,,364228666.0,0.125,0,2000只样本池基础保留
sh601766,601766.SH,中国中车,运输设备,轨交设备,上交所,,1240605903.0,0.125,17,2000只样本池基础保留
sz300442,300442.SZ,润泽科技,软件服务,云基础设施服务,深交所,,6510719271.0,0.125,8,2000只样本池基础保留
sh601127,601127.SH,赛力斯,汽车整车,综合乘用车,上交所,,2964303910.0,0.124,17,2000只样本池基础保留
sz001309,001309.SZ,德明利,半导体,集成电路设计,深交所,,9042535960.0,0.123,10,2000只样本池基础保留
sz000977,000977.SZ,浪潮信息,IT设备,其他IT设备,深交所,,9551252052.0,0.123,24,2000只样本池基础保留
sz300033,300033.SZ,同花顺,软件服务,行业应用软件,深交所,,2977271626.0,0.121,12,2000只样本池基础保留
sh600050,600050.SH,中国联通,电信运营,电信运营服务,上交所,,780472610.0,0.121,19,2000只样本池基础保留
sz000408,000408.SZ,藏格矿业,农药化肥,钾肥,深交所,,1567634968.0,0.12,6,2000只样本池基础保留
sz002281,002281.SZ,光迅科技,通信设备,网络接配及塔设,深交所,,13761705212.0,0.12,14,2000只样本池基础保留
sh600809,600809.SH,山西汾酒,白酒,白酒,上交所,,876920055.0,0.12,2,2000只样本池基础保留
sh600989,600989.SH,宝丰能源,化工原料,煤化工,上交所,,2608634170.0,0.116,6,2000只样本池基础保留
sz301308,301308.SZ,江波龙,半导体,集成电路设计,深交所,,9191802724.0,0.115,12,2000只样本池基础保留
sz002202,002202.SZ,金风科技,电气设备,风电整机,深交所,,6728896829.0,0.114,11,2000只样本池基础保留
sz000807,000807.SZ,云铝股份,铝,铝,深交所,,1955957455.0,0.114,3,2000只样本池基础保留
sh600584,600584.SH,长电科技,半导体,半导体封测,上交所,,8239048098.0,0.112,18,2000只样本池基础保留
sz002738,002738.SZ,中矿资源,小金属,锂,深交所,,2882253479.0,0.112,7,2000只样本池基础保留
sh603288,603288.SH,海天味业,食品,调味品,上交所,,628604128.0,0.111,1,2000只样本池基础保留
sh601888,601888.SH,中国中免,旅游服务,旅游服务,上交所,,1393078788.0,0.11,8,2000只样本池基础保留
sz300390,300390.SZ,天华新能,电气设备,锂,深交所,,10270356154.0,0.11,8,2000只样本池基础保留
sz000938,000938.SZ,紫光股份,IT设备,其他IT设备,深交所,,6974225408.0,0.11,30,2000只样本池基础保留
sh600549,600549.SH,厦门钨业,小金属,钨钼,上交所,,3173527731.0,0.11,15,2000只样本池基础保留
sh600104,600104.SH,上汽集团,汽车整车,综合乘用车,上交所,,562341867.0,0.109,11,2000只样本池基础保留
sh600988,600988.SH,赤峰黄金,黄金,黄金,上交所,,2990189106.0,0.109,4,2000只样本池基础保留
sh601006,601006.SH,大秦铁路,铁路,铁路运输,上交所,,679082487.0,0.109,2,2000只样本池基础保留
sz002027,002027.SZ,分众传媒,广告包装,其他广告营销,深交所,,963484867.0,0.109,5,2000只样本池基础保留
sh600879,600879.SH,航天电子,航空,航天装备,上交所,,8013310562.0,0.109,12,2000只样本池基础保留
sz002156,002156.SZ,通富微电,半导体,半导体封测,深交所,,9293491887.0,0.108,15,2000只样本池基础保留
sz000776,000776.SZ,广发证券,证券,证券,深交所,,951131326.0,0.108,1,2000只样本池基础保留
sh600547,600547.SH,山东黄金,黄金,黄金,上交所,,3302842679.0,0.107,3,2000只样本池基础保留
sz300058,300058.SZ,蓝色光标,广告包装,互联网广告,深交所,,13441260527.0,0.106,24,2000只样本池基础保留
sh600893,600893.SH,航发动力,航空,航空装备,上交所,,2773408668.0,0.106,7,2000只样本池基础保留
sh601628,601628.SH,中国人寿,保险,保险,上交所,,1248262528.0,0.105,2,2000只样本池基础保留
sh600010,600010.SH,包钢股份,普钢,板材,上交所,,1982250261.0,0.105,10,2000只样本池基础保留
sz300450,300450.SZ,先导智能,专用机械,锂电设备,深交所,,3597587235.0,0.104,21,2000只样本池基础保留
sz002241,002241.SZ,歌尔股份,元器件,消费电子组件,深交所,,2431567884.0,0.104,21,2000只样本池基础保留
sh600118,600118.SH,中国卫星,航空,航天装备,上交所,,9819450099.0,0.104,12,2000只样本池基础保留
sz000426,000426.SZ,兴业银锡,铅锌,铅锌,深交所,,5533776113.0,0.103,3,2000只样本池基础保留
sz300548,300548.SZ,长芯博创,通信设备,网络接配及塔设,深交所,,4353450253.0,0.103,9,2000只样本池基础保留
sz002625,002625.SZ,光启技术,航空,航空装备,深交所,,1240758425.0,0.101,18,2000只样本池基础保留
sh600905,600905.SH,三峡能源,新型电力,风力发电,上交所,,966587561.0,0.1,10,2000只样本池基础保留
sh688111,688111.SH,金山办公,软件服务,云软件服务,上交所,,4005186805.0,0.1,11,2000只样本池基础保留
sh600999,600999.SH,招商证券,证券,证券,上交所,,477309660.0,0.1,1,2000只样本池基础保留
sh601818,601818.SH,光大银行,银行,股份制银行,上交所,,227989623.0,0.099,1,2000只样本池基础保留
sh688347,688347.SH,华虹公司,半导体,半导体制造,上交所,,4959821976.0,0.099,4,2000只样本池基础保留
sz300475,300475.SZ,香农芯创,元器件,其他电子,深交所,,8431637472.0,0.098,7,2000只样本池基础保留
sh601872,601872.SH,招商轮船,水运,航运,上交所,,4585543912.0,0.098,4,2000只样本池基础保留
sh600426,600426.SH,华鲁恒升,农药化肥,煤化工,上交所,,714724881.0,0.098,2,2000只样本池基础保留
sh601100,601100.SH,恒立液压,工程机械,工程机械零件,上交所,,1783667388.0,0.097,1,2000只样本池基础保留
sh601658,601658.SH,邮储银行,银行,国有大型银行,上交所,,512929258.0,0.096,1,2000只样本池基础保留
sz002837,002837.SZ,英维克,专用机械,其他专用设备,深交所,,4566607220.0,0.094,14,2000只样本池基础保留
sh605117,605117.SH,德业股份,电气设备,光伏逆变器,上交所,,1634169594.0,0.094,3,2000只样本池基础保留
sh600019,600019.SH,宝钢股份,普钢,板材,上交所,,577360673.0,0.094,7,2000只样本池基础保留
sh688271,688271.SH,联影医疗,医疗保健,医疗设备,上交所,,1386257782.0,0.093,3,2000只样本池基础保留
sh601336,601336.SH,新华保险,保险,保险,上交所,,1054091326.0,0.092,2,2000只样本池基础保留
sz002001,002001.SZ,新和成,化学制药,食品助剂,深交所,,886476223.0,0.092,6,2000只样本池基础保留
sh688002,688002.SH,睿创微纳,通信设备,军工电子,上交所,,1129664597.0,0.092,13,2000只样本池基础保留
sh600673,600673.SH,东阳光,综合类,综合类,上交所,,9091907866.0,0.091,14,2000只样本池基础保留
sz000657,000657.SZ,中钨高新,小金属,钨钼,深交所,,6522225957.0,0.091,11,2000只样本池基础保留
sz002049,002049.SZ,紫光国微,半导体,集成电路设计,深交所,,2823869430.0,0.09,21,2000只样本池基础保留
sh601689,601689.SH,拓普集团,汽车配件,车身附件及饰件,上交所,,4838889385.0,0.09,16,2000只样本池基础保留
sh601825,601825.SH,沪农商行,银行,农商行,上交所,,214882190.0,0.089,0,2000只样本池基础保留
sh601390,601390.SH,中国中铁,建筑工程,基建工程,上交所,,536049321.0,0.089,11,2000只样本池基础保留
sh601727,601727.SH,上海电气,电气设备,其他发电设备,上交所,,961720379.0,0.088,29,2000只样本池基础保留
sz002600,002600.SZ,领益智造,元器件,消费电子组件,深交所,,3576552629.0,0.088,25,2000只样本池基础保留
sz300433,300433.SZ,蓝思科技,元器件,消费电子组件,深交所,,3473797188.0,0.088,32,2000只样本池基础保留
sh600585,600585.SH,海螺水泥,水泥,水泥制造,上交所,,745109901.0,0.087,8,2000只样本池基础保留
sz000933,000933.SZ,神火股份,铝,铝,深交所,,1932415946.0,0.087,3,2000只样本池基础保留
sh688777,688777.SH,中控技术,专用机械,工业控制设备,上交所,,1881782359.0,0.086,25,2000只样本池基础保留
sz002938,002938.SZ,鹏鼎控股,元器件,PCB,深交所,,2562557267.0,0.086,15,2000只样本池基础保留
sz300015,300015.SZ,爱尔眼科,医疗保健,医院,深交所,,718260944.0,0.086,9,2000只样本池基础保留
sz002648,002648.SZ,卫星化学,化工原料,有机化工原料,深交所,,1595424056.0,0.086,11,2000只样本池基础保留
sz000630,000630.SZ,铜陵有色,铜,铜,深交所,,2509362963.0,0.085,8,2000只样本池基础保留
sh601168,601168.SH,西部矿业,铜,铜,上交所,,2204146206.0,0.085,7,2000只样本池基础保留
sh600105,600105.SH,永鼎股份,通信设备,光纤光缆,上交所,,10137886394.0,0.085,19,2000只样本池基础保留
sh600160,600160.SH,巨化股份,化工原料,氟化工,上交所,,1193673872.0,0.085,8,2000只样本池基础保留
sh601838,601838.SH,成都银行,银行,城商行,上交所,,369854320.0,0.084,0,2000只样本池基础保留
sz002812,002812.SZ,恩捷股份,电气设备,电池化学品,深交所,,3921899234.0,0.084,9,2000只样本池基础保留
sz002851,002851.SZ,麦格米特,电气设备,其他发电设备,深交所,,2339145071.0,0.084,20,2000只样本池基础保留
sh688120,688120.SH,华海清科,半导体,半导体设备,上交所,,1160641917.0,0.084,5,2000只样本池基础保留
sz002195,002195.SZ,岩山科技,软件服务,产联网综合服务,深交所,,2054997852.0,0.084,28,2000只样本池基础保留
sh600958,600958.SH,东方证券,证券,证券,上交所,,1344924003.0,0.084,1,2000只样本池基础保留
sz300757,300757.SZ,罗博特科,专用机械,工业控制设备,深交所,,3474581383.0,0.083,17,2000只样本池基础保留
sh601669,601669.SH,中国电建,建筑工程,基建工程,上交所,,2273150674.0,0.083,26,2000只样本池基础保留
sh603083,603083.SH,剑桥科技,通信设备,通信终端及配件,上交所,,5492366333.0,0.083,10,2000只样本池基础保留
sh600875,600875.SH,东方电气,电气设备,其他发电设备,上交所,,4959756757.0,0.082,20,2000只样本池基础保留
sh600703,600703.SH,三安光电,半导体,LED,上交所,,3726440304.0,0.082,21,2000只样本池基础保留
sh600438,600438.SH,通威股份,电气设备,光伏硅料,上交所,,1051610430.0,0.081,9,2000只样本池基础保留
sz002436,002436.SZ,兴森科技,元器件,PCB,深交所,,4558747422.0,0.081,14,2000只样本池基础保留
sz300054,300054.SZ,鼎龙股份,化工原料,半导体材料,深交所,,3474820583.0,0.081,7,2000只样本池基础保留
sz000538,000538.SZ,云南白药,中成药,中药,深交所,,375449084.0,0.081,5,2000只样本池基础保留
sz000625,000625.SZ,长安汽车,汽车整车,综合乘用车,深交所,,839583440.0,0.081,17,2000只样本池基础保留
sh600066,600066.SH,宇通客车,汽车整车,商用载客车,上交所,,397691843.0,0.081,11,2000只样本池基础保留
sh600362,600362.SH,江西铜业,铜,铜,上交所,,3352855794.0,0.081,4,2000只样本池基础保留
sz002340,002340.SZ,格林美,小金属,电池化学品,深交所,,2145374640.0,0.08,26,2000只样本池基础保留
sh600346,600346.SH,恒力石化,石油加工,炼油化工,上交所,,1221120389.0,0.08,5,2000只样本池基础保留
sz002532,002532.SZ,天山铝业,铝,铝,深交所,,1147257032.0,0.08,2,2000只样本池基础保留
sz002179,002179.SZ,中航光电,元器件,军工电子,深交所,,1399407988.0,0.08,27,2000只样本池基础保留
sz002273,002273.SZ,水晶光电,元器件,光学元件,深交所,,2649262918.0,0.079,15,2000只样本池基础保留
sh600096,600096.SH,云天化,农药化肥,磷肥及磷化工,上交所,,1486864522.0,0.079,6,2000只样本池基础保留
sz300395,300395.SZ,菲利华,玻璃,玻璃制造,深交所,,5334967148.0,0.078,8,2000只样本池基础保留
sh601998,601998.SH,中信银行,银行,股份制银行,上交所,,399977049.0,0.077,2,2000只样本池基础保留
sh601916,601916.SH,浙商银行,银行,股份制银行,上交所,,269016811.0,0.077,2,2000只样本池基础保留
sz002261,002261.SZ,拓维信息,软件服务,云软件服务,深交所,,5165741181.0,0.077,24,2000只样本池基础保留
sh600048,600048.SH,保利发展,全国地产,住宅开发,上交所,,868601267.0,0.076,3,2000只样本池基础保留
sh688110,688110.SH,东芯股份,半导体,集成电路设计,上交所,,3539597723.0,0.076,8,2000只样本池基础保留
sz002240,002240.SZ,盛新锂能,小金属,锂,深交所,,3961980673.0,0.076,5,2000只样本池基础保留
sz002558,002558.SZ,巨人网络,互联网,游戏,深交所,,2860978950.0,0.076,18,2000只样本池基础保留
sh600015,600015.SH,华夏银行,银行,股份制银行,上交所,,497201637.0,0.075,1,2000只样本池基础保留
sz002131,002131.SZ,利欧股份,互联网,互联网广告,深交所,,3406031167.0,0.075,26,2000只样本池基础保留
sh600482,600482.SH,中国动力,船舶,航海装备,上交所,,1094103898.0,0.075,17,2000只样本池基础保留
sh688048,688048.SH,长光华芯,半导体,半导体制造,上交所,,7515565742.0,0.075,10,2000只样本池基础保留
sz000975,000975.SZ,山金国际,黄金,黄金,深交所,,1549395548.0,0.075,1,2000只样本池基础保留
sz301358,301358.SZ,湖南裕能,电气设备,电池化学品,深交所,,5252973428.0,0.074,6,2000只样本池基础保留
sh601179,601179.SH,中国西电,电气设备,输变电设备,上交所,,3647714095.0,0.074,17,2000只样本池基础保留
sh600436,600436.SH,片仔癀,中成药,中药,上交所,,416236195.0,0.074,3,2000只样本池基础保留
sh601869,601869.SH,长飞光纤,通信设备,光纤光缆,上交所,,7575673697.0,0.074,19,2000只样本池基础保留
sz300418,300418.SZ,昆仑万维,互联网,游戏,深交所,,3852742311.0,0.074,20,2000只样本池基础保留
sz002407,002407.SZ,多氟多,化工原料,氟化工,深交所,,6518425852.0,0.074,14,2000只样本池基础保留
sh600795,600795.SH,国电电力,火力发电,火力发电,上交所,,953992532.0,0.073,5,2000只样本池基础保留
sh688313,688313.SH,仕佳光子,通信设备,网络接配及塔设,上交所,,6004544130.0,0.073,5,2000只样本池基础保留
sz000166,000166.SZ,申万宏源,证券,证券,深交所,,327469152.0,0.073,1,2000只样本池基础保留
sh605499,605499.SH,东鹏饮料,软饮料,软饮料,上交所,,592606942.0,0.073,4,2000只样本池基础保留
sz300223,300223.SZ,北京君正,半导体,集成电路设计,深交所,,3610911987.0,0.072,22,2000只样本池基础保留
sh603296,603296.SH,华勤技术,元器件,消费电子组件,上交所,,3020784340.0,0.072,23,2000只样本池基础保留
sz002493,002493.SZ,荣盛石化,化纤,涤纶,深交所,,593006701.0,0.072,4,2000只样本池基础保留
sh601377,601377.SH,兴业证券,证券,证券,上交所,,430686272.0,0.072,1,2000只样本池基础保留
sh600580,600580.SH,卧龙电驱,电气设备,电机制造,上交所,,4140230491.0,0.071,24,2000只样本池基础保留
sz002311,002311.SZ,海大集团,饲料,水产饲料,深交所,,582291393.0,0.071,3,2000只样本池基础保留
sh688361,688361.SH,中科飞测,半导体,半导体设备,上交所,,1034713209.0,0.071,3,2000只样本池基础保留
sz300207,300207.SZ,欣旺达,电气设备,锂电池,深交所,,1981242762.0,0.07,34,2000只样本池基础保留
sh600570,600570.SH,恒生电子,软件服务,行业应用软件,上交所,,933375772.0,0.07,20,2000只样本池基础保留
sh600188,600188.SH,兖矿能源,煤炭开采,动力煤,上交所,,1000297286.0,0.07,3,2000只样本池基础保留
sz300751,300751.SZ,迈为股份,专用机械,光伏加工设备,深交所,,3295319495.0,0.069,14,2000只样本池基础保留
sz000703,000703.SZ,恒逸石化,化纤,涤纶,深交所,,1850808526.0,0.069,6,2000只样本池基础保留
sz000831,000831.SZ,中国稀土,小金属,稀土,深交所,,1765992076.0,0.069,2,2000只样本池基础保留
sh601995,601995.SH,中金公司,证券,证券,上交所,,430713810.0,0.069,2,2000只样本池基础保留
sh600760,600760.SH,中航沈飞,航空,航空装备,上交所,,1980170483.0,0.069,9,2000只样本池基础保留
sz000157,000157.SZ,中联重科,工程机械,工程机械整机,深交所,,1105788730.0,0.068,22,2000只样本池基础保留
sz002074,002074.SZ,国轩高科,电气设备,锂电池,深交所,,1920633630.0,0.068,16,2000只样本池基础保留
sh688702,688702.SH,盛科通信,半导体,集成电路设计,上交所,,2646143448.0,0.068,4,2000只样本池基础保留
sh688126,688126.SH,沪硅产业,半导体,半导体材料,上交所,,2576751280.0,0.068,2,2000只样本池基础保留
sz300661,300661.SZ,圣邦股份,半导体,集成电路设计,深交所,,1898278754.0,0.068,11,2000只样本池基础保留
sh601868,601868.SH,中国能建,建筑工程,基建工程,上交所,,7487027986.0,0.068,26,2000只样本池基础保留
sz300017,300017.SZ,网宿科技,软件服务,云基础设施服务,深交所,,3910671155.0,0.068,16,2000只样本池基础保留
sh603659,603659.SH,璞泰来,化工原料,电池化学品,上交所,,2964186433.0,0.067,13,2000只样本池基础保留
sz002126,002126.SZ,银轮股份,汽车配件,底盘与发动机系统,深交所,,1036283984.0,0.067,17,2000只样本池基础保留
sh601360,601360.SH,三六零,互联网,基础软件,上交所,,1843332353.0,0.067,28,2000只样本池基础保留
sh600221,600221.SH,海航控股,空运,航空运输,上交所,,2245094618.0,0.067,4,2000只样本池基础保留
sh601077,601077.SH,渝农商行,银行,农商行,上交所,,429809021.0,0.066,2,2000只样本池基础保留
sh600885,600885.SH,宏发股份,电气设备,输变电设备,上交所,,598913624.0,0.066,16,2000只样本池基础保留
sz300666,300666.SZ,江丰电子,半导体,半导体材料,深交所,,2982263055.0,0.066,8,2000只样本池基础保留
sh603893,603893.SH,瑞芯微,半导体,集成电路设计,上交所,,1489742220.0,0.066,19,2000只样本池基础保留
sz002422,002422.SZ,科伦药业,化学制药,化学制剂,深交所,,313861766.0,0.066,5,2000只样本池基础保留
sz000066,000066.SZ,中国长城,IT设备,其他IT设备,深交所,,15440406337.0,0.066,30,2000只样本池基础保留
sh600157,600157.SH,永泰能源,火力发电,火力发电,上交所,,2939762033.0,0.066,10,2000只样本池基础保留
sz002966,002966.SZ,苏州银行,银行,城商行,深交所,,163654333.0,0.065,0,2000只样本池基础保留
sh600498,600498.SH,烽火通信,通信设备,系统设备,上交所,,7638836414.0,0.065,28,2000只样本池基础保留
sz002080,002080.SZ,中材科技,玻璃,玻纤制造,深交所,,2485151592.0,0.064,15,2000只样本池基础保留
sh688037,688037.SH,芯源微,半导体,半导体设备,上交所,,1603958373.0,0.064,4,2000只样本池基础保留
sh600219,600219.SH,南山铝业,铝,铝,上交所,,1185890267.0,0.064,7,2000只样本池基础保留
sz002850,002850.SZ,科达利,电气设备,锂电池,深交所,,1422833157.0,0.063,9,2000只样本池基础保留
sh601058,601058.SH,赛轮轮胎,汽车配件,轮胎轮毂,上交所,,511704331.0,0.063,2,2000只样本池基础保留
sz002236,002236.SZ,大华股份,IT设备,安防设备,深交所,,718894672.0,0.063,47,2000只样本池基础保留
sz002428,002428.SZ,云南锗业,小金属,其他金属,深交所,,9698851966.0,0.063,8,2000只样本池基础保留
sh600392,600392.SH,盛和资源,小金属,稀土,上交所,,1689864944.0,0.063,2,2000只样本池基础保留
sh600115,600115.SH,中国东航,空运,航空运输,上交所,,1488664398.0,0.063,6,2000只样本池基础保留
