所属池,代码,展示代码,名称,市场,行业,细分领域,名单分类,来源,入池理由,评分,阶段用途
L7可交易过滤池,sh603858,603858.SH,步长制药,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh603885,603885.SH,吉祥航空,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh603893,603893.SH,瑞芯微,,主板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh603899,603899.SH,晨光股份,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh603920,603920.SH,世运电路,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh603927,603927.SH,中科软,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh603939,603939.SH,益丰药房,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh603979,603979.SH,金诚信,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh603986,603986.SH,兆易创新,,半导体,存储芯片、MCU,半导体,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh603993,603993.SH,洛阳钼业,,有色金属,铜钴钼,有色金属,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh605117,605117.SH,德业股份,,主板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh605358,605358.SH,立昂微,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh605499,605499.SH,东鹏饮料,,主板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh605589,605589.SH,圣泉集团,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688002,688002.SH,睿创微纳,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688008,688008.SH,澜起科技,,半导体,内存接口芯片,半导体,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688009,688009.SH,中国通号,,科创板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688012,688012.SH,中微公司,,半导体,刻蚀设备,半导体,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688017,688017.SH,绿的谐波,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688018,688018.SH,乐鑫科技,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688019,688019.SH,安集科技,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688027,688027.SH,国盾量子,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688036,688036.SH,传音控股,,科创板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688037,688037.SH,芯源微,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688041,688041.SH,海光信息,,半导体,高端处理器(CPU/DCU),AI算力,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688047,688047.SH,龙芯中科,,半导体,国产CPU,半导体,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688052,688052.SH,纳芯微,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688065,688065.SH,凯赛生物,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688082,688082.SH,盛美上海,,半导体,清洗设备,半导体,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688099,688099.SH,晶晨股份,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688100,688100.SH,威胜信息,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688111,688111.SH,金山办公,,软件互联网,办公软件,软件/互联网,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688114,688114.SH,华大智造,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688120,688120.SH,华海清科,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688122,688122.SH,西部超导,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688126,688126.SH,沪硅产业,,科创板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688166,688166.SH,博瑞医药,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688169,688169.SH,石头科技,,科创板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688172,688172.SH,燕东微,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688180,688180.SH,君实生物,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688183,688183.SH,生益电子,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688187,688187.SH,时代电气,,科创板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688188,688188.SH,柏楚电子,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688192,688192.SH,迪哲医药,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688213,688213.SH,思特威,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688220,688220.SH,翱捷科技,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688223,688223.SH,晶科能源,,科创板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688234,688234.SH,天岳先进,,半导体,第三代半导体材料,半导体,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688235,688235.SH,百济神州,,医药医疗,抗肿瘤创新药,医药/医疗,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688248,688248.SH,南网科技,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688256,688256.SH,寒武纪,,半导体,AI芯片、智能处理器,AI算力,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688266,688266.SH,泽璟制药,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688271,688271.SH,联影医疗,,科创板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688278,688278.SH,特宝生物,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688281,688281.SH,华秦科技,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688295,688295.SH,中复神鹰,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688297,688297.SH,中无人机,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688301,688301.SH,奕瑞科技,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688303,688303.SH,大全能源,,科创板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688305,688305.SH,科德数控,,机械设备,五轴联动龙门,机械设备,"""user_enhance""；""strategic""",用户增强观察池重点关注；未纳入L8指数基底池；机械设备；五轴联动龙门,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688318,688318.SH,财富趋势,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688322,688322.SH,奥比中光,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688336,688336.SH,三生国健,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688347,688347.SH,华虹公司,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688349,688349.SH,三一重能,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688361,688361.SH,中科飞测,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688363,688363.SH,华熙生物,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688375,688375.SH,国博电子,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688385,688385.SH,复旦微电,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688387,688387.SH,信科移动,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688396,688396.SH,华润微,,科创板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688425,688425.SH,铁建重工,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688469,688469.SH,芯联集成,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688472,688472.SH,阿特斯,,科创板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688475,688475.SH,萤石网络,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688498,688498.SH,源杰科技,,半导体,光通信芯片(IDM),半导体,"""user_enhance""；""strategic""",用户增强观察池重点关注；未纳入L8指数基底池；半导体；光通信芯片(IDM),,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688506,688506.SH,百利天恒,,科创板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688520,688520.SH,神州细胞,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688521,688521.SH,芯原股份,,半导体,芯片设计服务、IP授权,AI算力,"""user_enhance""；""strategic""",用户增强观察池重点关注；未纳入L8指数基底池；AI算力；芯片设计服务、IP授权,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688525,688525.SH,佰维存储,,半导体,存储芯片,半导体,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688538,688538.SH,和辉光电,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688561,688561.SH,奇安信,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688563,688563.SH,航材股份,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688568,688568.SH,中科星图,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688578,688578.SH,艾力斯,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688582,688582.SH,芯动联科,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688599,688599.SH,天合光能,,新能源,光伏组件,新能源,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688608,688608.SH,恒玄科技,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688615,688615.SH,合合信息,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688617,688617.SH,惠泰医疗,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688629,688629.SH,华丰科技,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688676,688676.SH,金盘科技,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688692,688692.SH,达梦数据,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688702,688702.SH,盛科通信,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688709,688709.SH,成都华微,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688728,688728.SH,格科微,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688772,688772.SH,珠海冠宇,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688777,688777.SH,中控技术,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688778,688778.SH,厦钨新能,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688795,688795.SH,摩尔线程,,半导体,全功能GPU,AI算力,"""user_enhance""；""strategic""",用户增强观察池重点关注；未纳入L8指数基底池；AI算力；全功能GPU,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688802,688802.SH,沐曦股份,,半导体,GPU训练+推理,AI算力,"""user_enhance""；""strategic""",用户增强观察池重点关注；未纳入L8指数基底池；AI算力；GPU训练+推理,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688819,688819.SH,天能股份,,科创板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh688981,688981.SH,中芯国际,,半导体,晶圆代工,半导体,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sh689009,689009.SH,九号公司,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sz000001,000001.SZ,平安银行,,主板,,沪深300,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sz000002,000002.SZ,万科A,,房地产,房地产开发,基建/建材/地产,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
L7可交易过滤池,sz000009,000009.SZ,中国宝安,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sz000021,000021.SZ,深科技,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sz000027,000027.SZ,深圳能源,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sz000032,000032.SZ,深桑达A,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sz000034,000034.SZ,神州数码,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sz000039,000039.SZ,中集集团,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sz000050,000050.SZ,深天马A,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sz000060,000060.SZ,中金岭南,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sz000062,000062.SZ,深圳华强,,主板,,中证500,index_base,,,盘后辅助；大样本过滤入口
L7可交易过滤池,sz000063,000063.SZ,中兴通讯,,通信,通信设备+6G,通信,"""user_enhance""；""index_base""",,,盘后辅助；大样本过滤入口
