"代码","展示代码","名称","市场","行业","细分领域","名单分类","来源","入池理由","评分","所属池","阶段用途"
"sh601058","601058.SH","赛轮轮胎","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601059","601059.SH","信达证券","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601061","601061.SH","中信金属","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601066","601066.SH","中信建投","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601077","601077.SH","渝农商行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601088","601088.SH","中国神华","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601098","601098.SH","中南传媒","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601099","601099.SH","太平洋","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601100","601100.SH","恒立液压","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601106","601106.SH","中国一重","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601108","601108.SH","财通证券","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601111","601111.SH","中国国航","","交通运输","航空","交通运输","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601117","601117.SH","中国化学","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601118","601118.SH","海南橡胶","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601127","601127.SH","赛力斯","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601128","601128.SH","常熟银行","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601136","601136.SH","首创证券","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601138","601138.SH","工业富联","","电子制造","AI服务器","AI算力","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601139","601139.SH","深圳燃气","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601155","601155.SH","新城控股","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601156","601156.SH","东航物流","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601162","601162.SH","天风证券","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601166","601166.SH","兴业银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601168","601168.SH","西部矿业","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601169","601169.SH","北京银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601179","601179.SH","中国西电","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601186","601186.SH","中国铁建","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601198","601198.SH","东兴证券","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601211","601211.SH","国泰海通","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601212","601212.SH","白银有色","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601216","601216.SH","君正集团","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601225","601225.SH","陕西煤业","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601228","601228.SH","广州港","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601229","601229.SH","上海银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601231","601231.SH","环旭电子","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601233","601233.SH","桐昆股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601236","601236.SH","红塔证券","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601238","601238.SH","广汽集团","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601288","601288.SH","农业银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601298","601298.SH","青岛港","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601318","601318.SH","中国平安","","金融","保险","金融","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601319","601319.SH","中国人保","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601328","601328.SH","交通银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601333","601333.SH","广深铁路","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601336","601336.SH","新华保险","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601360","601360.SH","三六零","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601377","601377.SH","兴业证券","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601390","601390.SH","中国中铁","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601398","601398.SH","工商银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601399","601399.SH","国机重装","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601456","601456.SH","国联民生","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601555","601555.SH","东吴证券","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601567","601567.SH","三星电气","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601577","601577.SH","长沙银行","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601598","601598.SH","中国外运","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601600","601600.SH","中国铝业","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601601","601601.SH","中国太保","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601607","601607.SH","上海医药","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601608","601608.SH","中信重工","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601611","601611.SH","中国核建","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601615","601615.SH","明阳智能","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601618","601618.SH","中国中冶","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601628","601628.SH","中国人寿","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601633","601633.SH","长城汽车","","汽车","整车","汽车","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601658","601658.SH","邮储银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601665","601665.SH","齐鲁银行","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601666","601666.SH","平煤股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601668","601668.SH","中国建筑","","建筑装饰","建筑央国企","建筑装饰","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601669","601669.SH","中国电建","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601688","601688.SH","华泰证券","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601689","601689.SH","拓普集团","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601696","601696.SH","中银证券","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601698","601698.SH","中国卫通","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601699","601699.SH","潞安环能","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601717","601717.SH","中创智领","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601728","601728.SH","中国电信","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601766","601766.SH","中国中车","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
